year,month,tair_national_mean,qair_national_mean,rh_national_mean,wind_national_mean,precip_national_mean,lwnet_national_mean,soilm_national_mean
2020,4,299.15088,0.00891069,40.072445,4.1621084,39.408733,-103.41331,21.547256
2020,5,301.55548,0.010842721,42.4946,4.6208353,68.10482,-100.62163,23.107553
2020,6,299.66376,0.015253913,63.814945,4.8459454,199.9049,-67.38345,30.40478
2020,7,298.80304,0.016979923,74.31412,4.6806083,271.53018,-53.24547,35.969448
2020,8,298.25217,0.017580295,79.11366,5.331374,298.2801,-47.214237,37.928623
2020,9,297.77274,0.016184065,74.53934,3.9033937,202.92508,-50.84642,37.893448
2020,10,296.45972,0.012475399,61.433376,3.5081646,92.75278,-67.90946,33.961292
2020,11,292.24103,0.009052709,56.27697,3.903658,26.395636,-80.57515,28.465145
2020,12,289.49612,0.007227156,53.636383,3.8672175,14.8290825,-87.642204,24.011562
2021,1,289.55154,0.0069434,49.73349,3.8984442,13.44556,-90.03195,21.947414
2021,2,292.3577,0.005667095,37.31924,3.8236246,7.9240847,-104.759544,19.930517
2021,3,297.14694,0.006357533,33.123577,4.2093425,15.767325,-112.27619,18.75731
2021,4,299.71472,0.0074457657,32.94651,4.2418995,29.897213,-114.80166,19.92797
2021,5,300.28815,0.011879284,48.747032,4.779173,85.08694,-88.96217,23.99934
2021,6,299.5527,0.015177918,63.748615,5.195679,170.91698,-69.841965,29.373264
2021,7,299.0525,0.016863955,72.97978,5.4679885,281.06012,-54.835953,34.509327
2021,8,298.09174,0.01658869,75.76761,4.9684443,211.70798,-52.22567,35.255062
2021,9,297.4678,0.016622387,77.730354,4.541418,238.71329,-47.565746,38.292713
2021,10,295.8672,0.013394257,68.29871,3.536058,100.623085,-62.615585,36.161537
2021,11,292.18915,0.009948199,61.326805,3.7017996,55.005573,-75.04348,30.717676
2021,12,289.0595,0.007852218,58.503544,3.7094097,13.204947,-80.3597,26.441132
2022,1,287.67828,0.00727069,60.158104,3.849593,25.19608,-82.28869,25.8023
2022,2,290.43466,0.006397788,46.075424,4.0897026,16.404331,-98.5921,22.392807
2022,3,297.33713,0.006938955,34.465458,4.171037,10.548286,-110.48554,19.834883
2022,4,301.42984,0.008134718,33.540966,4.414653,30.23292,-115.24173,19.993584
2022,5,301.78287,0.011291063,43.95411,5.162467,66.92732,-98.80142,22.08131
2022,6,300.82568,0.013640401,54.730885,5.102046,149.62334,-78.84006,27.136631
2022,7,298.67386,0.017079452,75.39968,5.22219,320.04364,-51.512608,35.950386
2022,8,297.84595,0.01702051,78.820114,5.129266,274.63895,-48.50518,37.68443
2022,9,297.3904,0.016258957,76.69838,4.1905856,194.54497,-50.995697,37.299305
2022,10,295.14062,0.012610592,67.26755,3.609333,113.799484,-67.4086,35.702595
2022,11,292.01816,0.0090482095,58.37555,3.5063124,18.400887,-82.750626,29.366846
2022,12,290.24402,0.007735775,53.895958,3.8340201,14.051119,-86.90567,23.903679
